case_notification_date,district,cumulative_cases,daily_new_cases,cases_in_last_7_days
17/04/2020,Kurigram,2,0,2.0
18/04/2020,Kurigram,2,0,2.0
19/04/2020,Kurigram,2,0,2.0
20/04/2020,Kurigram,2,0,2.0
21/04/2020,Kurigram,3,1,2.0
22/04/2020,Kurigram,3,0,1.0
23/04/2020,Kurigram,4,1,2.0
24/04/2020,Kurigram,5,1,3.0
25/04/2020,Kurigram,3,2,5.0
26/04/2020,Kurigram,3,0,5.0
27/04/2020,Kurigram,6,3,8.0
28/04/2020,Kurigram,6,0,7.0
29/04/2020,Kurigram,7,1,8.0
30/04/2020,Kurigram,7,0,7.0
01/05/2020,Kurigram,8,1,7.0
02/05/2020,Kurigram,15,7,12.0
03/05/2020,Kurigram,19,4,16.0
04/05/2020,Kurigram,22,3,16.0
05/05/2020,Kurigram,22,0,16.0
06/05/2020,Kurigram,22,0,15.0
07/05/2020,Kurigram,22,0,15.0
08/05/2020,Kurigram,33,11,25.0
09/05/2020,Kurigram,34,1,19.0
10/05/2020,Kurigram,35,1,16.0
22/04/2020,Kushtia,2,2,2.0
23/04/2020,Kushtia,4,2,4.0
24/04/2020,Kushtia,4,0,4.0
25/04/2020,Kushtia,4,0,4.0
26/04/2020,Kushtia,4,0,4.0
27/04/2020,Kushtia,10,6,10.0
28/04/2020,Kushtia,10,0,10.0
29/04/2020,Kushtia,13,3,11.0
30/04/2020,Kushtia,15,2,11.0
01/05/2020,Kushtia,16,1,12.0
02/05/2020,Kushtia,16,0,12.0
03/05/2020,Kushtia,16,0,12.0
04/05/2020,Kushtia,16,0,6.0
05/05/2020,Kushtia,16,0,6.0
06/05/2020,Kushtia,18,2,5.0
07/05/2020,Kushtia,20,2,5.0
08/05/2020,Kushtia,20,0,4.0
09/05/2020,Kushtia,20,0,4.0
10/05/2020,Kushtia,21,1,5.0
12/04/2020,Lakshmipur,1,1,1.0
13/04/2020,Lakshmipur,1,0,1.0
14/04/2020,Lakshmipur,1,0,1.0
15/04/2020,Lakshmipur,1,0,1.0
16/04/2020,Lakshmipur,1,0,1.0
17/04/2020,Lakshmipur,18,17,18.0
18/04/2020,Lakshmipur,18,0,18.0
19/04/2020,Lakshmipur,21,3,20.0
20/04/2020,Lakshmipur,25,4,24.0
21/04/2020,Lakshmipur,25,0,24.0
22/04/2020,Lakshmipur,25,0,24.0
23/04/2020,Lakshmipur,26,1,25.0
24/04/2020,Lakshmipur,27,1,9.0
25/04/2020,Lakshmipur,28,1,10.0
26/04/2020,Lakshmipur,28,0,7.0
27/04/2020,Lakshmipur,31,3,6.0
28/04/2020,Lakshmipur,34,3,9.0
29/04/2020,Lakshmipur,35,1,10.0
30/04/2020,Lakshmipur,35,0,9.0
01/05/2020,Lakshmipur,41,6,14.0
02/05/2020,Lakshmipur,41,0,13.0
03/05/2020,Lakshmipur,42,1,14.0
04/05/2020,Lakshmipur,43,1,12.0
05/05/2020,Lakshmipur,45,2,11.0
06/05/2020,Lakshmipur,45,0,10.0
07/05/2020,Lakshmipur,48,3,13.0
08/05/2020,Lakshmipur,50,2,9.0
09/05/2020,Lakshmipur,58,8,17.0
10/05/2020,Lakshmipur,58,0,16.0
12/04/2020,Lalmonirhat,1,1,1.0
13/04/2020,Lalmonirhat,1,0,1.0
14/04/2020,Lalmonirhat,1,0,1.0
15/04/2020,Lalmonirhat,2,1,2.0
16/04/2020,Lalmonirhat,2,0,2.0
17/04/2020,Lalmonirhat,2,0,2.0
18/04/2020,Lalmonirhat,2,0,2.0
19/04/2020,Lalmonirhat,2,0,1.0
20/04/2020,Lalmonirhat,2,0,1.0
21/04/2020,Lalmonirhat,2,0,1.0
22/04/2020,Lalmonirhat,2,0,0.0
23/04/2020,Lalmonirhat,2,0,0.0
24/04/2020,Lalmonirhat,2,0,0.0
25/04/2020,Lalmonirhat,2,0,0.0
26/04/2020,Lalmonirhat,2,0,0.0
27/04/2020,Lalmonirhat,2,0,0.0
28/04/2020,Lalmonirhat,2,0,0.0
29/04/2020,Lalmonirhat,3,1,1.0
30/04/2020,Lalmonirhat,3,0,1.0
01/05/2020,Lalmonirhat,3,0,1.0
02/05/2020,Lalmonirhat,3,0,1.0
03/05/2020,Lalmonirhat,3,0,1.0
04/05/2020,Lalmonirhat,3,0,1.0
05/05/2020,Lalmonirhat,4,1,2.0
06/05/2020,Lalmonirhat,4,0,1.0
07/05/2020,Lalmonirhat,4,0,1.0
08/05/2020,Lalmonirhat,13,9,10.0
09/05/2020,Lalmonirhat,13,0,10.0
10/05/2020,Lalmonirhat,13,0,10.0
08/03/2020,Madaripur,1,1,1.0
15/03/2020,Madaripur,2,1,1.0
16/03/2020,Madaripur,5,3,4.0
18/03/2020,Madaripur,7,2,6.0
19/03/2020,Madaripur,10,3,9.0
05/04/2020,Madaripur,11,1,1.0
10/04/2020,Madaripur,12,1,2.0
11/04/2020,Madaripur,13,1,3.0
12/04/2020,Madaripur,19,6,8.0
13/04/2020,Madaripur,19,0,8.0
14/04/2020,Madaripur,19,0,8.0
15/04/2020,Madaripur,19,0,8.0
16/04/2020,Madaripur,23,4,12.0
17/04/2020,Madaripur,23,0,11.0
18/04/2020,Madaripur,25,2,12.0
19/04/2020,Madaripur,25,0,6.0
20/04/2020,Madaripur,25,0,6.0
21/04/2020,Madaripur,26,1,7.0
22/04/2020,Madaripur,27,1,8.0
23/04/2020,Madaripur,28,1,5.0
24/04/2020,Madaripur,28,0,5.0
25/04/2020,Madaripur,29,1,4.0
26/04/2020,Madaripur,30,1,5.0
27/04/2020,Madaripur,36,6,11.0
28/04/2020,Madaripur,38,2,12.0
29/04/2020,Madaripur,38,0,11.0
30/04/2020,Madaripur,39,1,11.0
01/05/2020,Madaripur,39,0,11.0
02/05/2020,Madaripur,46,7,17.0
03/05/2020,Madaripur,46,0,16.0
04/05/2020,Madaripur,47,1,11.0
05/05/2020,Madaripur,48,1,10.0
06/05/2020,Madaripur,53,5,15.0
07/05/2020,Madaripur,53,0,14.0
08/05/2020,Madaripur,54,1,15.0
09/05/2020,Madaripur,54,0,8.0
10/05/2020,Madaripur,54,0,8.0
22/04/2020,Magura,1,1,1.0
23/04/2020,Magura,2,1,2.0
24/04/2020,Magura,2,0,2.0
25/04/2020,Magura,2,0,2.0
26/04/2020,Magura,4,2,4.0
27/04/2020,Magura,4,0,4.0
28/04/2020,Magura,4,0,4.0
29/04/2020,Magura,6,2,5.0
30/04/2020,Magura,7,1,5.0
01/05/2020,Magura,8,1,6.0
02/05/2020,Magura,8,0,6.0
03/05/2020,Magura,8,0,4.0
04/05/2020,Magura,8,0,4.0
05/05/2020,Magura,7,1,5.0
06/05/2020,Magura,8,1,4.0
07/05/2020,Magura,8,0,3.0
08/05/2020,Magura,11,3,5.0
09/05/2020,Magura,12,1,6.0
10/05/2020,Magura,12,0,6.0
07/04/2020,Manikganj,3,3,3.0
11/04/2020,Manikganj,5,2,5.0
13/04/2020,Manikganj,5,0,5.0
14/04/2020,Manikganj,5,0,2.0
15/04/2020,Manikganj,5,0,2.0
16/04/2020,Manikganj,5,0,2.0
17/04/2020,Manikganj,5,0,2.0
18/04/2020,Manikganj,6,1,1.0
19/04/2020,Manikganj,6,0,1.0
20/04/2020,Manikganj,7,1,2.0
21/04/2020,Manikganj,9,2,4.0
22/04/2020,Manikganj,9,0,4.0
23/04/2020,Manikganj,9,0,4.0
24/04/2020,Manikganj,12,3,7.0
25/04/2020,Manikganj,12,0,6.0
26/04/2020,Manikganj,12,0,6.0
27/04/2020,Manikganj,15,3,8.0
28/04/2020,Manikganj,15,0,6.0
29/04/2020,Manikganj,21,6,12.0
30/04/2020,Manikganj,21,0,12.0
01/05/2020,Manikganj,22,1,10.0
02/05/2020,Manikganj,22,0,10.0
03/05/2020,Manikganj,22,0,10.0
04/05/2020,Manikganj,22,0,7.0
05/05/2020,Manikganj,24,2,9.0
06/05/2020,Manikganj,28,4,7.0
07/05/2020,Manikganj,28,0,7.0
08/05/2020,Manikganj,28,0,6.0
09/05/2020,Manikganj,28,0,6.0
10/05/2020,Manikganj,28,0,6.0
06/04/2020,Maulvibazar,1,1,1.0
13/04/2020,Maulvibazar,1,0,0.0
14/04/2020,Maulvibazar,2,1,1.0
15/04/2020,Maulvibazar,2,0,1.0
16/04/2020,Maulvibazar,2,0,1.0
17/04/2020,Maulvibazar,2,0,1.0
18/04/2020,Maulvibazar,2,0,1.0
19/04/2020,Maulvibazar,2,0,1.0
20/04/2020,Maulvibazar,2,0,1.0
21/04/2020,Maulvibazar,2,0,0.0
22/04/2020,Maulvibazar,2,0,0.0
23/04/2020,Maulvibazar,4,2,2.0
24/04/2020,Maulvibazar,4,0,2.0
25/04/2020,Maulvibazar,4,0,2.0
26/04/2020,Maulvibazar,6,2,4.0
27/04/2020,Maulvibazar,12,6,10.0
28/04/2020,Maulvibazar,12,0,10.0
29/04/2020,Maulvibazar,12,0,10.0
30/04/2020,Maulvibazar,12,0,8.0
01/05/2020,Maulvibazar,12,0,8.0
02/05/2020,Maulvibazar,17,5,13.0
03/05/2020,Maulvibazar,17,0,11.0
04/05/2020,Maulvibazar,19,2,7.0
05/05/2020,Maulvibazar,21,2,9.0
06/05/2020,Maulvibazar,29,8,17.0
07/05/2020,Maulvibazar,29,0,17.0
08/05/2020,Maulvibazar,30,1,18.0
09/05/2020,Maulvibazar,30,0,13.0
10/05/2020,Maulvibazar,33,3,16.0
22/04/2020,Meherpur,1,1,1.0
23/04/2020,Meherpur,2,1,2.0
24/04/2020,Meherpur,2,0,2.0
25/04/2020,Meherpur,2,0,2.0
26/04/2020,Meherpur,2,0,2.0
27/04/2020,Meherpur,2,0,2.0
28/04/2020,Meherpur,2,0,2.0
29/04/2020,Meherpur,2,0,1.0
30/04/2020,Meherpur,2,0,0.0
01/05/2020,Meherpur,2,0,0.0
02/05/2020,Meherpur,2,0,0.0
03/05/2020,Meherpur,2,0,0.0
04/05/2020,Meherpur,2,0,0.0
05/05/2020,Meherpur,3,1,1.0
06/05/2020,Meherpur,4,1,2.0
07/05/2020,Meherpur,4,0,2.0
08/05/2020,Meherpur,5,1,3.0
09/05/2020,Meherpur,5,0,3.0
10/05/2020,Meherpur,5,0,3.0
10/04/2020,Munshiganj,8,8,8.0
11/04/2020,Munshiganj,10,2,10.0
12/04/2020,Munshiganj,13,3,13.0
13/04/2020,Munshiganj,17,4,17.0
14/04/2020,Munshiganj,21,4,21.0
15/04/2020,Munshiganj,21,0,21.0
16/04/2020,Munshiganj,26,5,26.0
17/04/2020,Munshiganj,27,1,19.0
18/04/2020,Munshiganj,33,6,23.0
19/04/2020,Munshiganj,33,0,20.0
20/04/2020,Munshiganj,33,0,16.0
21/04/2020,Munshiganj,54,21,33.0
22/04/2020,Munshiganj,61,7,40.0
23/04/2020,Munshiganj,63,2,37.0
24/04/2020,Munshiganj,63,0,36.0
25/04/2020,Munshiganj,62,1,31.0
26/04/2020,Munshiganj,72,10,41.0
27/04/2020,Munshiganj,78,6,47.0
28/04/2020,Munshiganj,82,4,30.0
29/04/2020,Munshiganj,109,27,50.0
30/04/2020,Munshiganj,110,1,49.0
01/05/2020,Munshiganj,112,2,51.0
02/05/2020,Munshiganj,122,10,60.0
03/05/2020,Munshiganj,126,4,54.0
04/05/2020,Munshiganj,127,1,49.0
05/05/2020,Munshiganj,161,34,79.0
06/05/2020,Munshiganj,170,9,61.0
07/05/2020,Munshiganj,178,8,68.0
08/05/2020,Munshiganj,210,32,98.0
09/05/2020,Munshiganj,212,2,90.0
10/05/2020,Munshiganj,216,4,90.0
09/04/2020,Mymensingh,3,3,3.0
10/04/2020,Mymensingh,5,2,5.0
13/04/2020,Mymensingh,5,0,5.0
14/04/2020,Mymensingh,7,2,7.0
15/04/2020,Mymensingh,7,0,7.0
16/04/2020,Mymensingh,9,2,6.0
17/04/2020,Mymensingh,9,0,4.0
18/04/2020,Mymensingh,19,10,14.0
19/04/2020,Mymensingh,21,2,16.0
20/04/2020,Mymensingh,33,12,28.0
21/04/2020,Mymensingh,40,7,33.0
22/04/2020,Mymensingh,63,23,56.0
23/04/2020,Mymensingh,68,5,59.0
24/04/2020,Mymensingh,68,0,59.0
25/04/2020,Mymensingh,87,19,68.0
26/04/2020,Mymensingh,92,5,71.0
27/04/2020,Mymensingh,108,16,75.0
28/04/2020,Mymensingh,117,9,77.0
29/04/2020,Mymensingh,125,8,62.0
30/04/2020,Mymensingh,143,18,75.0
01/05/2020,Mymensingh,145,2,77.0
02/05/2020,Mymensingh,145,0,58.0
03/05/2020,Mymensingh,150,5,58.0
04/05/2020,Mymensingh,166,16,58.0
05/05/2020,Mymensingh,169,3,52.0
06/05/2020,Mymensingh,198,29,73.0
07/05/2020,Mymensingh,201,3,58.0
08/05/2020,Mymensingh,204,3,59.0
09/05/2020,Mymensingh,212,8,67.0
10/05/2020,Mymensingh,221,9,71.0
20/04/2020,Naogaon,1,1,1.0
21/04/2020,Naogaon,1,0,1.0
22/04/2020,Naogaon,1,0,1.0
23/04/2020,Naogaon,1,0,1.0
24/04/2020,Naogaon,2,1,2.0
25/04/2020,Naogaon,2,0,2.0
26/04/2020,Naogaon,2,0,2.0
27/04/2020,Naogaon,1,1,2.0
28/04/2020,Naogaon,1,0,2.0
29/04/2020,Naogaon,15,14,16.0
30/04/2020,Naogaon,15,0,16.0
01/05/2020,Naogaon,15,0,15.0
02/05/2020,Naogaon,16,1,16.0
03/05/2020,Naogaon,16,0,16.0
04/05/2020,Naogaon,16,0,15.0
05/05/2020,Naogaon,17,1,16.0
06/05/2020,Naogaon,17,0,2.0
07/05/2020,Naogaon,17,0,2.0
08/05/2020,Naogaon,24,7,9.0
09/05/2020,Naogaon,24,0,8.0
10/05/2020,Naogaon,25,1,9.0
14/04/2020,Narail,1,1,1.0
15/04/2020,Narail,1,0,1.0
16/04/2020,Narail,1,0,1.0
17/04/2020,Narail,2,1,2.0
18/04/2020,Narail,2,0,2.0
19/04/2020,Narail,2,0,2.0
20/04/2020,Narail,2,0,2.0
21/04/2020,Narail,2,0,1.0
22/04/2020,Narail,7,5,6.0
23/04/2020,Narail,7,0,6.0
24/04/2020,Narail,7,0,5.0
25/04/2020,Narail,7,0,5.0
26/04/2020,Narail,10,3,8.0
27/04/2020,Narail,13,3,11.0
28/04/2020,Narail,13,0,11.0
29/04/2020,Narail,13,0,6.0
30/04/2020,Narail,13,0,6.0
01/05/2020,Narail,13,0,6.0
02/05/2020,Narail,13,0,6.0
03/05/2020,Narail,13,0,3.0
04/05/2020,Narail,13,0,0.0
05/05/2020,Narail,13,0,0.0
06/05/2020,Narail,13,0,0.0
07/05/2020,Narail,13,0,0.0
08/05/2020,Narail,13,0,0.0
09/05/2020,Narail,13,0,0.0
10/05/2020,Narail,13,0,0.0
08/03/2020,Narayanganj,2,2,2.0
23/03/2020,Narayanganj,3,1,1.0
01/04/2020,Narayanganj,4,1,1.0
03/04/2020,Narayanganj,5,1,2.0
05/04/2020,Narayanganj,10,5,7.0
06/04/2020,Narayanganj,23,13,20.0
07/04/2020,Narayanganj,38,15,35.0
08/04/2020,Narayanganj,46,8,42.0
09/04/2020,Narayanganj,61,15,57.0
10/04/2020,Narayanganj,77,16,72.0
11/04/2020,Narayanganj,84,7,79.0
12/04/2020,Narayanganj,109,25,99.0
13/04/2020,Narayanganj,144,35,121.0
14/04/2020,Narayanganj,164,20,126.0
15/04/2020,Narayanganj,214,50,168.0
16/04/2020,Narayanganj,255,41,194.0
17/04/2020,Narayanganj,289,34,212.0
18/04/2020,Narayanganj,309,20,225.0
19/04/2020,Narayanganj,386,77,277.0
20/04/2020,Narayanganj,387,1,243.0
21/04/2020,Narayanganj,469,82,305.0
22/04/2020,Narayanganj,508,39,294.0
23/04/2020,Narayanganj,532,24,277.0
24/04/2020,Narayanganj,566,34,277.0
25/04/2020,Narayanganj,594,28,285.0
26/04/2020,Narayanganj,625,31,239.0
27/04/2020,Narayanganj,699,74,312.0
28/04/2020,Narayanganj,849,150,380.0
29/04/2020,Narayanganj,863,14,355.0
30/04/2020,Narayanganj,923,60,391.0
01/05/2020,Narayanganj,966,43,400.0
02/05/2020,Narayanganj,987,21,393.0
03/05/2020,Narayanganj,1007,20,382.0
04/05/2020,Narayanganj,1021,14,322.0
05/05/2020,Narayanganj,1055,34,206.0
06/05/2020,Narayanganj,1072,17,209.0
07/05/2020,Narayanganj,1078,6,155.0
08/05/2020,Narayanganj,1136,58,170.0
09/05/2020,Narayanganj,1177,41,190.0
10/05/2020,Narayanganj,1198,21,191.0
17/03/2020,Narsingdi,1,1,1.0
06/04/2020,Narsingdi,2,1,1.0
08/04/2020,Narsingdi,4,2,3.0
13/04/2020,Narsingdi,20,16,18.0
14/04/2020,Narsingdi,28,8,26.0
15/04/2020,Narsingdi,28,0,24.0
16/04/2020,Narsingdi,43,15,39.0
17/04/2020,Narsingdi,65,22,61.0
18/04/2020,Narsingdi,93,28,89.0
19/04/2020,Narsingdi,105,12,101.0
20/04/2020,Narsingdi,135,30,115.0
21/04/2020,Narsingdi,136,1,108.0
22/04/2020,Narsingdi,136,0,108.0
23/04/2020,Narsingdi,141,5,98.0
24/04/2020,Narsingdi,141,0,76.0
25/04/2020,Narsingdi,141,0,48.0
26/04/2020,Narsingdi,142,1,37.0
27/04/2020,Narsingdi,142,0,7.0
28/04/2020,Narsingdi,142,0,6.0
29/04/2020,Narsingdi,142,0,6.0
30/04/2020,Narsingdi,145,3,4.0
01/05/2020,Narsingdi,151,6,10.0
02/05/2020,Narsingdi,152,1,11.0
03/05/2020,Narsingdi,152,0,10.0
04/05/2020,Narsingdi,154,2,12.0
05/05/2020,Narsingdi,166,12,24.0
06/05/2020,Narsingdi,167,1,25.0
07/05/2020,Narsingdi,167,0,22.0
08/05/2020,Narsingdi,171,4,20.0
09/05/2020,Narsingdi,171,0,19.0
10/05/2020,Narsingdi,171,0,19.0
23/04/2020,Natore,1,1,1.0
24/04/2020,Natore,1,0,1.0
25/04/2020,Natore,1,0,1.0
26/04/2020,Natore,1,0,1.0
27/04/2020,Natore,0,1,2.0
28/04/2020,Natore,0,0,2.0
29/04/2020,Natore,8,8,10.0
30/04/2020,Natore,9,1,10.0
01/05/2020,Natore,9,0,10.0
02/05/2020,Natore,9,0,10.0
03/05/2020,Natore,9,0,10.0
04/05/2020,Natore,9,0,9.0
05/05/2020,Natore,10,1,10.0
06/05/2020,Natore,11,1,3.0
07/05/2020,Natore,11,0,2.0
08/05/2020,Natore,12,1,3.0
09/05/2020,Natore,12,0,3.0
10/05/2020,Natore,13,1,4.0
10/04/2020,Netrakona,1,1,1.0
11/04/2020,Netrakona,1,0,1.0
13/04/2020,Netrakona,1,0,1.0
14/04/2020,Netrakona,2,1,2.0
15/04/2020,Netrakona,4,2,4.0
16/04/2020,Netrakona,6,2,6.0
17/04/2020,Netrakona,6,0,5.0
18/04/2020,Netrakona,12,6,11.0
19/04/2020,Netrakona,14,2,13.0
20/04/2020,Netrakona,14,0,13.0
21/04/2020,Netrakona,18,4,16.0
22/04/2020,Netrakona,22,4,18.0
23/04/2020,Netrakona,22,0,16.0
24/04/2020,Netrakona,22,0,16.0
25/04/2020,Netrakona,25,3,13.0
26/04/2020,Netrakona,25,0,11.0
27/04/2020,Netrakona,25,0,11.0
28/04/2020,Netrakona,27,2,9.0
29/04/2020,Netrakona,29,2,7.0
30/04/2020,Netrakona,29,0,7.0
01/05/2020,Netrakona,32,3,10.0
02/05/2020,Netrakona,32,0,7.0
03/05/2020,Netrakona,41,9,16.0
04/05/2020,Netrakona,51,10,26.0
05/05/2020,Netrakona,52,1,25.0
06/05/2020,Netrakona,62,10,33.0
07/05/2020,Netrakona,63,1,34.0
08/05/2020,Netrakona,64,1,32.0
09/05/2020,Netrakona,68,4,36.0
10/05/2020,Netrakona,68,0,27.0
08/04/2020,Nilphamari,1,1,1.0
10/04/2020,Nilphamari,2,1,2.0
12/04/2020,Nilphamari,3,1,3.0
13/04/2020,Nilphamari,3,0,3.0
14/04/2020,Nilphamari,4,1,4.0
15/04/2020,Nilphamari,6,2,5.0
16/04/2020,Nilphamari,6,0,5.0
17/04/2020,Nilphamari,6,0,4.0
18/04/2020,Nilphamari,9,3,7.0
19/04/2020,Nilphamari,9,0,6.0
20/04/2020,Nilphamari,9,0,6.0
21/04/2020,Nilphamari,9,0,5.0
22/04/2020,Nilphamari,9,0,3.0
23/04/2020,Nilphamari,10,1,4.0
24/04/2020,Nilphamari,10,0,4.0
25/04/2020,Nilphamari,10,0,1.0
26/04/2020,Nilphamari,10,0,1.0
27/04/2020,Nilphamari,10,0,1.0
28/04/2020,Nilphamari,11,1,2.0
29/04/2020,Nilphamari,13,2,4.0
30/04/2020,Nilphamari,13,0,3.0
01/05/2020,Nilphamari,15,2,5.0
02/05/2020,Nilphamari,16,1,6.0
03/05/2020,Nilphamari,16,0,6.0
04/05/2020,Nilphamari,23,7,13.0
05/05/2020,Nilphamari,25,2,14.0
06/05/2020,Nilphamari,31,6,18.0
07/05/2020,Nilphamari,31,0,18.0
08/05/2020,Nilphamari,35,4,20.0
09/05/2020,Nilphamari,41,6,25.0
10/05/2020,Nilphamari,41,0,25.0
11/04/2020,Noakhali,1,1,1.0
15/04/2020,Noakhali,1,0,1.0
16/04/2020,Noakhali,2,1,2.0
17/04/2020,Noakhali,2,0,2.0
18/04/2020,Noakhali,3,1,2.0
19/04/2020,Noakhali,3,0,2.0
20/04/2020,Noakhali,4,1,3.0
21/04/2020,Noakhali,4,0,3.0
22/04/2020,Noakhali,4,0,3.0
23/04/2020,Noakhali,4,0,2.0
24/04/2020,Noakhali,4,0,2.0
25/04/2020,Noakhali,5,1,2.0
26/04/2020,Noakhali,5,0,2.0
27/04/2020,Noakhali,5,0,1.0
28/04/2020,Noakhali,6,1,2.0
29/04/2020,Noakhali,6,0,2.0
30/04/2020,Noakhali,6,0,2.0
01/05/2020,Noakhali,9,3,5.0
02/05/2020,Noakhali,9,0,4.0
03/05/2020,Noakhali,15,6,10.0
04/05/2020,Noakhali,17,2,12.0
05/05/2020,Noakhali,21,4,15.0
06/05/2020,Noakhali,22,1,16.0
07/05/2020,Noakhali,23,1,17.0
08/05/2020,Noakhali,27,4,18.0
09/05/2020,Noakhali,27,0,18.0
10/05/2020,Noakhali,30,3,15.0
18/04/2020,Pabna,1,1,1.0
19/04/2020,Pabna,2,1,2.0
20/04/2020,Pabna,2,0,2.0
21/04/2020,Pabna,3,1,3.0
22/04/2020,Pabna,3,0,3.0
23/04/2020,Pabna,3,0,3.0
24/04/2020,Pabna,3,0,3.0
25/04/2020,Pabna,3,0,2.0
26/04/2020,Pabna,3,0,1.0
27/04/2020,Pabna,2,1,2.0
28/04/2020,Pabna,8,6,7.0
29/04/2020,Pabna,8,0,7.0
30/04/2020,Pabna,10,2,9.0
01/05/2020,Pabna,10,0,9.0
02/05/2020,Pabna,10,0,9.0
03/05/2020,Pabna,10,0,9.0
04/05/2020,Pabna,11,1,9.0
05/05/2020,Pabna,15,4,7.0
06/05/2020,Pabna,16,1,8.0
07/05/2020,Pabna,16,0,6.0
08/05/2020,Pabna,16,0,6.0
09/05/2020,Pabna,16,0,6.0
10/05/2020,Pabna,18,2,8.0
18/04/2020,Panchagarh,1,1,1.0
19/04/2020,Panchagarh,1,0,1.0
20/04/2020,Panchagarh,1,0,1.0
21/04/2020,Panchagarh,1,0,1.0
22/04/2020,Panchagarh,2,1,2.0
23/04/2020,Panchagarh,2,0,2.0
24/04/2020,Panchagarh,3,1,3.0
25/04/2020,Panchagarh,3,0,2.0
26/04/2020,Panchagarh,4,1,3.0
27/04/2020,Panchagarh,4,0,3.0
28/04/2020,Panchagarh,7,3,6.0
29/04/2020,Panchagarh,8,1,6.0
30/04/2020,Panchagarh,8,0,6.0
01/05/2020,Panchagarh,8,0,5.0
02/05/2020,Panchagarh,8,0,5.0
03/05/2020,Panchagarh,8,0,4.0
04/05/2020,Panchagarh,8,0,4.0
05/05/2020,Panchagarh,8,0,1.0
06/05/2020,Panchagarh,8,0,0.0
07/05/2020,Panchagarh,9,1,1.0
08/05/2020,Panchagarh,10,1,2.0
09/05/2020,Panchagarh,10,0,2.0
10/05/2020,Panchagarh,10,0,2.0
10/04/2020,Patuakhali,1,1,1.0
13/04/2020,Patuakhali,2,1,2.0
14/04/2020,Patuakhali,2,0,2.0
15/04/2020,Patuakhali,2,0,2.0
16/04/2020,Patuakhali,2,0,2.0
17/04/2020,Patuakhali,2,0,1.0
18/04/2020,Patuakhali,2,0,1.0
19/04/2020,Patuakhali,2,0,1.0
20/04/2020,Patuakhali,2,0,0.0
21/04/2020,Patuakhali,7,5,5.0
22/04/2020,Patuakhali,10,3,8.0
23/04/2020,Patuakhali,10,0,8.0
24/04/2020,Patuakhali,16,6,14.0
25/04/2020,Patuakhali,19,3,17.0
26/04/2020,Patuakhali,20,1,18.0
27/04/2020,Patuakhali,20,0,18.0
28/04/2020,Patuakhali,23,3,16.0
29/04/2020,Patuakhali,23,0,13.0
30/04/2020,Patuakhali,27,4,17.0
01/05/2020,Patuakhali,28,1,12.0
02/05/2020,Patuakhali,28,0,9.0
03/05/2020,Patuakhali,28,0,8.0
04/05/2020,Patuakhali,28,0,8.0
05/05/2020,Patuakhali,28,0,5.0
06/05/2020,Patuakhali,28,0,5.0
07/05/2020,Patuakhali,28,0,1.0
08/05/2020,Patuakhali,28,0,0.0
09/05/2020,Patuakhali,28,0,0.0
10/05/2020,Patuakhali,28,0,0.0
14/04/2020,Pirojpur,1,1,1.0
15/04/2020,Pirojpur,4,3,4.0
16/04/2020,Pirojpur,4,0,4.0
17/04/2020,Pirojpur,4,0,4.0
18/04/2020,Pirojpur,4,0,4.0
19/04/2020,Pirojpur,4,0,4.0
20/04/2020,Pirojpur,5,1,5.0
21/04/2020,Pirojpur,5,0,4.0
22/04/2020,Pirojpur,5,0,1.0
23/04/2020,Pirojpur,5,0,1.0
24/04/2020,Pirojpur,5,0,1.0
25/04/2020,Pirojpur,7,2,3.0
26/04/2020,Pirojpur,7,0,3.0
27/04/2020,Pirojpur,7,0,2.0
28/04/2020,Pirojpur,8,1,3.0
29/04/2020,Pirojpur,8,0,3.0
30/04/2020,Pirojpur,9,1,4.0
01/05/2020,Pirojpur,9,0,4.0
02/05/2020,Pirojpur,9,0,2.0
03/05/2020,Pirojpur,10,1,3.0
04/05/2020,Pirojpur,10,0,3.0
05/05/2020,Pirojpur,0,10,12.0
06/05/2020,Pirojpur,0,0,12.0
07/05/2020,Pirojpur,0,0,11.0
08/05/2020,Pirojpur,0,0,11.0
09/05/2020,Pirojpur,6,6,17.0
10/05/2020,Pirojpur,7,1,17.0
08/04/2020,Rajbari,1,1,1.0
10/04/2020,Rajbari,3,2,3.0
11/04/2020,Rajbari,6,3,6.0
13/04/2020,Rajbari,6,0,6.0
14/04/2020,Rajbari,6,0,6.0
15/04/2020,Rajbari,6,0,5.0
16/04/2020,Rajbari,7,1,6.0
17/04/2020,Rajbari,7,0,4.0
18/04/2020,Rajbari,7,0,1.0
19/04/2020,Rajbari,7,0,1.0
20/04/2020,Rajbari,8,1,2.0
21/04/2020,Rajbari,10,2,4.0
22/04/2020,Rajbari,9,1,5.0
23/04/2020,Rajbari,11,2,6.0
24/04/2020,Rajbari,11,0,6.0
25/04/2020,Rajbari,12,1,7.0
26/04/2020,Rajbari,14,2,9.0
27/04/2020,Rajbari,14,0,8.0
28/04/2020,Rajbari,14,0,6.0
29/04/2020,Rajbari,14,0,5.0
30/04/2020,Rajbari,17,3,6.0
01/05/2020,Rajbari,19,2,8.0
02/05/2020,Rajbari,19,0,7.0
03/05/2020,Rajbari,19,0,5.0
04/05/2020,Rajbari,19,0,5.0
05/05/2020,Rajbari,22,3,8.0
06/05/2020,Rajbari,23,1,9.0
